text,actual_label,predicted_label,model
"I wasn't really interested in seeing Step Up, but my friend just kept bugging and bugging me to see this film, especially since she is so in love with Channing Tatum, I tease her constantly about it saying how that's the only reason why she loved the movie. But she somehow convinced me that it was a movie worth seeing, that if I loved movies like Dirty Dancing, Take the Lead, and Save the Last Dance, that I should love Step Up, eh, what the heck? I guess every movie in some way has it's right to a view.<br /><br />Well, you know those movies I just mentioned up top? Dirty Dancing, Take the Lead, and Save the Last Dance? Well, put them in a blender with some gangsta love in it and that's what you have. Not to mention if you've seen those movies, well, frankly, you have seen Step Up. Because Channing is lower class with street smarts who just naturally feels the music while that snobby up class girl must follow step by step, how will they ever fall in love if they are so different? After all, this is their chance to ""step up"" to the passion, the mystery, and the lust of the dance! <br /><br />OK, that was a silly plot explanation, but like I said, as long as you've seen those movies I mentioned, or even if you just saw the plot, you get the movie. I don't understand how it actually has a 5.5 rating, I bet it's those Channing lovers! LOL! I'm kidding with you guys, but it's all good, I guess I just didn't get what others did with the passion, the mystery that is the dance! Oh, Antonio Bandares, where are you when we need you?! <br /><br />4/10",negative,positive,Logistic Regression
"""It's like hard to like describe just how like exciting it is like to make a relationship like drama like with all the like pornographic scenes thrown like in for like good measure like, and to stir up like contro- like -versy and make us more like money and like stuff."" - Ellen, the lost quote.<br /><br />""Kissing, Like, On the, Like, Mouth And Stuff"" is like the best like artistic endeavor like ever made. Watching like Ellen's hairy arms and like Chris masturbating was like the height of my years-long movie-viewing experience and stuff. But before I like begin like breaking new U.S.-20-something-airhead records with the my ""likes"", let me like just briefly list like the high- like -lights of this visual like feast: <br /><br />1. Chris doing the deed with his genitals. And not just that: the way the camera (guided so elegantly by Ellen and Patrick) rewards the viewer with a full-screen shot of Chris's fat white-trash stomach after he finishes the un-Catholic deed - that was truly thrilling. I can in all honesty say that I've never seen such grace. Chris, you should do more such scenes in your next movies, because that is exactly what we needed as a continuation of what that brilliant, brilliant man, Lars von Trier and his ""Idiots 95"", started. A quick w*** and then a hairy, fat, white belly: what more can any movie-goer ask for?! Needless to say, I can sit all day and watch Chris ejaculate (in spite of the fact that I'm straight)... Such poetry in motion. Such elegance, such style. No less than total, divine inspiration went into filming that sequence - plus a solid amount of Zen philosophy. Even Barbra Streisand could not get any more spiritual than this.<br /><br />2. Ellen's hairy, thick arms. The wobbly-camera close-ups, so skillfully photographed by our two directors of photography (I can't emphasize this enough), Ellen and Patrick, often caused confusion regarding the proper identification of the sex in question. There were several scenes when we would see a part of a body (a leg, arm or foot), yet it was often a guessing game: does that body-part belong to a man or a woman? Naturally, Chris and his fellow artists, Ellen, Patrick and whatsername, cast themselves on purpose, because their bodies were ideal for creating this gender-based confusion. It was at times hard to guess whether one is seeing a female or male leg. Patrick is so very thin and effeminate in his movements, so hairless and pristine, whereas Ellen and the other girl are so very butch, what with their thick legs and arms. Brilliant. <br /><br />3. Brilliant - especially the way that neatly ties in with the theme of role reversal between the sexes: so utterly original and mind-blowing. Ellen behaves like a man, wants sex all the time, while her ex Patrick wants to talk - like a girl. Spiffing.<br /><br />4. Ellen's search for a Leftist mate. ""He must love 'The Simpsons', which is quite Leftist."" I am glad that the makers of this movie decided to break the long tradition of offering us intelligent Leftists. Ellen is such a refreshing - and realistic - change. The number of ""likes"" that she and her liberal friends manage to utter in less than 80 minutes is truly phenomenal (3,849, to be exact). They have managed to realistically transfer their real-life ineptness onto the big screen with a minimum of effort, and I applaud them for that.<br /><br />5. The close-ups of toes. Plenty of stuff here for foot-fetishists, which I think is a very liberal, highly commendable way of reaching out to sexual minorities. After all, shoe- and foot- fetishists are offered so little in modern cinema, so it's nice to see that someone out there CARES.<br /><br />KOTM, or rather, KLOTLMAS, offers more than meets the eye. It is not just a modest little film about shallow people engaging in hollow relationships while indulging in meaningless conversations. No, it's much more than that. It's about the light that guides all silly creatures; the guiding light that dominates the futile lives of various pseudo-artistic wannabes who just dropped out of film school, and plan to assault our senses with dim-witted drivel that will hopefully play well at pretentious festivals like Sundance and Cannes, enabling them to gain the necessary exposure hence some real cash for a change, with which they will later hire the likes of Sean Penn and George Clooney in promoting the saving of this planet and the resolving of ALL political problems this world faces. What better way to do that than by making porn at the very start? <br /><br />If Chris and Ellen did the camera here, as is clearly stated in the end-credits, then who held the camera while the two of them were in front of it? They probably hired some passers-by and shoved the camera into their hands...<br /><br />Go to http://rateyourmusic.com/~Fedor8, and check out my ""TV & Cinema: 150 Worst Cases Of Nepotism"" list.",negative,positive,Logistic Regression
"I liked this movie.<br /><br />No one I know likes it, but I do.<br /><br />I didn't like it as much as the first one but it was still good. The script and plot may not have changed at all, but the story was better than Caddyshack 1.<br /><br />The only reason I didn't like Caddyshack 2 is...<br /><br />NO RODNEY DANGERFIELD!<br /><br />I think the movie would be better if Rodney Dangerfield had Jackie Mason's part. Although I did like Jackie Mason in the movie, it would be alot better if they kept Rodney Dangerfield.<br /><br />Another flaw in the movie, that I didn't hate as much, was Dan Akroyd. The movie was done 8 years after the first one. Bill Murray, ""Carl"", could've quit his job as an assistant greenskeeper and joined the military, you know? If Warner Bros. had thought of that, it could've made the movie better, also.<br /><br />This was my comment for Caddyshack II.<br /><br />I give it 8.2 out of 10<br /><br />It could've been better, but good nonetheless.<br /><br />If you've seen Caddyshack 1 and are debating on whether or not to see Caddyshack 2, I say give it a try.",positive,negative,Logistic Regression
"It's hard to rate films like this, because do you rate it on production or just fun?<br /><br />I saw this film back in about 1988/89 or so when I was a boy and I'm sorry to say it started a life long fascination with ninjas. The plot is fairly dire and the acting is of course terrible, but there is a certain mystique surrounding the ninjas in this film which makes for quite a good atmosphere. What is important are the fight scenes, while a 'little' sparce, are really good.<br /><br />I must say it was better when I was a boy, only now can I see the glaring points of unbelievable nonsense in the film, but as a ""sit back with a few beers"" martial arts film I can't fault it, it delivers and is much better than the mountains of ""American Ninja"" Style rubbish that was churned out in the 80's with hundreds of guys in black suits but really not very good fight scenes.<br /><br />In an interesting note, Dusty Nelson, the writer and director of Sakura Killers did another ninja film under the Bonaire movie flag called ""White Phantom"" I have no idea if this was meant to be a sequel to Sakura Killers"" but the Sakura clan is once again a main feature, including the same logo and similar story only this time including a White Ninja. This too, while being mostly dire, had a small sense of atmosphere but the fight scenes are even more sparce and to be frank, are pretty awful.<br /><br />So, if you are a martial arts fan then give it a blast to kill a few hours!",positive,negative,Logistic Regression
"First off, this really is my favorite film ever. I don't need to give anyone a description because every a**hole does that. I am literally obsessed with this practically bloodless, cheesy, lame effects having', boom-stick showing', badly edited, 80's metal horror masterpiece. The director (I heard) had hoped for a hit at the box office so that he could do sequels and have a FREDDY/JASON type of deal for himself. Damn, I wish that could've went down like that! The soundtrack's banging'. The acting's good....CHECK THIS MOFO OUT. and any die-hard fans out there, feel free to email and chat sometime. Midgetorgy....I can be found at YAHOO.",positive,negative,Logistic Regression
"I bought this film from e-bay as part of a lot of about twenty horror flicks, all about a dollar a piece. When watching this, my first impression was that it probably was from the late 80s. Later on I began thinking - the Linkin Park posters on the wall and everything else seemed to hint that I was dealing with a more recent film. Realizing that, the flick became an unbearable torment. The last 3 minutes were the longest in the movie history - the film just refused to end. Is there a genre such as ""horror for children""? In that case this film is definitely it. If there are parents, perverse enough to want to introduce their offspring to horror, I suggest this would be perfect for kids of about 6-8. The only thing I really liked was Greg Cipes who was much too good an actor for that kind of nostalgic retro bottom part of a drive-in double-bill.",negative,positive,Logistic Regression
"Råzone is an awful movie! It is so simple. It seems they tried to make a movie to show the reel life. Just like Zappa did many years ago. But unfortunately Denmark lacks good young actors. Leon are by many still the little girl in ""krummernes Jul"", and Laura is simply not good enough to play such an important role. several times in the movie she plays with out soul and this is destroying the movie!<br /><br />Even though i consider it a movie you ought to see. I do not agree that the youth are behaving like this, but i think it can show how it can end, if you are letting your child down. Also it is important to support danish movies and new companies like ""Film folket""!<br /><br />all in all I think people should see Råzone. Not because it is a great film, but because it is a movies which is dealing with important themes. I also think it is important to point out that there are some violent scenes in it, and actually it is in these scenes, Laura is acting best. - like the ending where she is holding the gun!",negative,positive,Logistic Regression
"This movie proves that you can't judge a movie by the awesome artwork on the DVD cover. It also goes to show that you should learn more about a movie before you buy it (or get it for someone at Christmas). The beginning of this movie actually looks somewhat promising. Well, until you meet the characters. Pumpkin Jack (the old guy from down the street) brings the college co-eds a book full of witch's spells that he leaves at their annual haunted house (where the movie takes place). After that there is some drinking, fighting, and soft core porn. Then the action of the movie finally takes place after over an hour.<br /><br />Overall, Hallow's End was predictable, unsuspensful, and reminiscent of a soft-core porn. This movie is probably best viewed with a group of friends who have nothing better to do, as it is a good movie to make fun of. And for first-time viewers, it is really fun making predictions of the order of people who die.",negative,positive,Logistic Regression
"Director Kinji Fukasaku is perhaps best known, in his homeland at least, for his Japanese gangster films, a series with which this movie shares a number of characteristics. Violence and political intrigue are themes throughout both Shogun's Samurai and Battles Without Honor and Humanity, and both feature a lead character who finds his loyalties challenged by betrayals. Both films also feature a large number of characters who seem to have little purpose but to die, and since so little is done to develop them, their deaths have little impact when they do come. This film has other flaws as well. The makeup, costumes and sound design are distractingly poor, and the battle scenes were substandard as well, inferior to other samurai films of earlier years (Seven Samurai comes to mind). <br /><br />Sonny Chiba plays the Sonny Chiba character in Shogun's Samurai, the no-nonsense master swordsman who strides through the film, scowling menacingly. What a guy; he even gets to wear an eye patch. If you were expecting to see the legendary Toshiro Mifune, you may be disappointed; his appearance amounts to little more than a cameo, and just when it appears that his character might do something interesting, he disappears for good. <br /><br />Overall, the strengths of the film are its story, which is infinitely more comprehensible than those gangster films, and the challenges posed to traditional concepts of good and evil. Two brothers are challenging for the throne of their recently departed father, who may have had some help on his way out. Early on, it looks as if we will be faced with a couple of characters who couldn't be more clearly good and evil; after all, the older brother stammers and has a birthmark, the sure sign of a villain. Eventually, however, it becomes clear that in a winner-takes-all struggle for power, there are no heroes and villains, only winners and losers.",negative,positive,Logistic Regression
"The NYT review says that Sigourney Weaver's character is taut and frustrated, and, later, that she could be the sister of MTM's character in Ordinary People. Say, WHAT? No way. This lady was quirky from the start. NOTHING like MTM in Ordinary People. Sorry.<br /><br />Next, the NYT goes on to say that Sigourney Weaver's Sandy Travis and Jeff Daniel's Ben Travis are 40-something year olds, ""children of the 60s."" Ms Weaver must be dancing a jig. I believe at the time she made Imaginary Heroes she was in fact 55 years old. She was born in 1949.<br /><br />NYT perception corrections aside, this was a pretty good movie considering it was made by someone so young. Obviously Sigourney Weaver thought so, and so did Jeff Daniels. The young man playing Tim was outstanding.<br /><br />There are some critical comments I could make about the script. Such as that I never really got a good sense of why Sandy Travis missed her son. Her sort of blown apart behavior was perhaps triggered by his death, but that such behavior lasted ¾ of the way through the film I felt had more to do with her stagnation marriage, her relationship with Tim, and where he really came from, and other unresolved issues, than from any mourning of her elder son. Ben's mourning was much more clear.<br /><br />So Matt Travis was an asshole. Did his mom think so too? Still, a very watchable film. What is becoming clearer and clearer is not that there are no roles for women over a certain age, rather that what it takes is a director such as this one to be so clearly in love with an older woman (Ms Weaver) and to almost make his film an homage to her. Sort of an anti-Woody Allen.",positive,negative,Logistic Regression
"This movie was lacking in a lot of areas. It's about this Elvis type guy who races cars and is approached by these BIKERS from SATANS ANGELS. One of them is named Banjo and they beat up college kids for fun. THey want the Elvis guy to be their ""driver"". At times, I wanted the folks from MSTK3000 to be quiet because the movie was actually kind of good. Sure, there was violence and a lot of cheesy lines, such as ""What kind of beer do you want? A COLD ONE"". That was cheesy. The dude who plays Banjo is a great boxer and I was glad to see him do a few fight scenes. Also, the biker named FATS had a NAZI SWASTIKA on his jacket!!! That was pretty bold if I must say so myself.",negative,positive,Logistic Regression
"From around the time Europe began fighting World War II, until the war's end, Hollywood (with significant prodding from the government) made tons of movies which were designed to try and get young men to enlist in the Army, by making the life of a serviceman appear ""cool."" This is by far the sloppiest, implying that the life of a soldier is devoid of work, you get the best food, and you get to lie around all day listening to Ann Miller on the radio. I am far too young to have participated in WWII, but I think that there was more to it than that. There is the barest cat's whisker of a plot, and a bunch of musical numbers featuring some of the day's leading acts.<br /><br />I think that by 1943, even the most naive of civvies knew that there was more going on overseas than the wacky hijinks portrayed in this movie. While I am sure that it was meant to be viewed as escapist entertainment, I can't help but wonder if the family and loved ones of men fighting in the war, were amused or repulsed by this trivialization of their loved ones' sacrifice.",negative,positive,Logistic Regression
"My roommates & I nearly shorted out our TV from the numerous spit-takes we did while watching this hilarious piece of 1970s self important pseudo-zen dreck. I'd read about this campfest for ages and scanned my local late night TV listings for YEARS in search of this elusive turd. Several years ago our local ABC affiliate was known for showing cool flicks for its late night weekend flick (ie ""Frogs"", ""Night of the Lepus"", etc). Then one day it happened: at 1:40am on a Saturday night (over 5 years ago) there it was! We had over 15 folks over and the flick did NOT disappoint!<br /><br />See! Andy Griffith as the silliest & most unthreatening bad guy since Jaye Davidson in ""Stargate""!<br /><br />See! William Shatner sport a variety of things atop his head that only faintly resemble human hair (or anything organic for that matter).<br /><br />Hear! jaw droppingly inane 1970s psychobabble that makes ""Chicken Soup For The Soul"" sound like BF Skinner<br /><br />Feel! Content that any decade was better than the 70s.<br /><br />For those still reading...the plot surrounds a bunch of middle class mid level a--holes who decide to suck up to their s---head boss (Griffith) by joining him on a cross dessert race that spans California & Mexico. They all wear leather jackets, looking more Christopher Street than anything else. Along the way they stop at a Cantina, get drunk, smoke joints (the sight Robert ""Mike Brady"" Reed smoke a joint is an image you won't soon forget), start a fight, attempt rape, and just act like a bunch of suburban middle class jack offs. Although I have an excellent copy that I taped off TV I WISH this one would be released on video so the whole world could enjoy its half baked goofiness.",negative,positive,Logistic Regression
"Water shows the plight of Indian widows in the late 1930s, says in the end that the problem still exists largely by giving statistics in the end, refers to Gandhi several times in the movie before finally having a scene depicting him and does nothing extra ordinarily innovative or new in the movie. Yes, the cinematography is pretty impressive but that cannot be the soul of any movie for me. <br /><br />India has had several problems like many other nations but it has got rid of many of these problems at large. What if a movie is made on racism in America in a particular year which ends with 'x number of Americans still experience racism today'. <br /><br />a) How would it be relevant, and, b) How would it be some thing so extra ordinary being depicted in cinema.<br /><br />A view I read from a Deepa Mehta interview was that this movie is being interpreted as a voice for the marginalised every where. From reviews I read every where, the common thing I am hearing is how the director did a great job and was brave in bringing a problem to the world. The movie is more about a specific problem a society faced (and has got rid of through reforms at large). <br /><br />I do not see any thing earth shattering about the movie. Moreover, the movie lacked soul and shifted between the plots of Chuiyya and Kalyani. Sarala, the young Sri Lankan actress, portrayed the role of Chuiyya superbly and that was the only thing which impressed me about the movie, sadly.",negative,positive,Logistic Regression
"I think that you can not imagine how these people really work...!! Before I came to the studios to watch the guys work there, I actually thought quite the same as you do. But since I saw and did the work the guys on that TV-show have to do, I have to say that they really do deserve respect for what they are doing all day long. That really is no easy work. And also the actors, which in your eyes may be terribly bad, are really great people and a lot of them really can act! I don't think that the material given to them can really show that, as I think this material isn't very good. But THEY are truly good! So I don't think that you, before you haven't seen these guys doing there work, can judge over them! And I shouldn't have judged over them as well before I met them, but I did and am now terribly ashamed of it. So please, do not allow yourself to judge over these great people unless you haven't seen them doing there job.",negative,positive,Logistic Regression
"Her bit-part as a masseuse, in the lurid sequel to the original 'Emmannuelle', evidently gave someone the bright idea of putting a spanner in the works of the French soft-core series' gambit by inverting the Caucasian carnality and casting Javan stunner Gemser in a leading role in this, the rather tame first of a series of sexploiters that became increasingly depraved as sleazier directors took on in-name-only sequels.<br /><br />Someone (and surely not the English-language over-haulers Warner?) was also anticipating an 'A Star Is Born' type meteoric rise out the results, judging by the way the actress is credited merely with the eponymous moniker of the on-screen heroine, albeit with a couple of consonants sacrificed as insurance against litigation.<br /><br />Gemser's tenure in the series saw her as an 'intrepid' photographer, allowing of course for all manner of subsequent globe-trotting adventures. But, whilst she may well have been one the very most beautiful actresses on the screen at that time, any thespian talent that may have been there to discern becomes mired in the same sort of unfeasibly facile cogitation (""I have to confess that since I've been in Africa, I find white skin less appealing..."") that was to be found in the French films.<br /><br />And in this particular entry, much to the consternation of the raincoat brigade the essence of on-screen carnality is as much to be found in puerile symbolism (pumping engine pistons!) as it is in prosaic couplings - although naturally these include generous dollops of 'exploratory' lesbianism. Connoiseurs of kitsch are however guaranteed a continuous stream of aural delights, what with such epithets of ethnographic wisdom as ""I do nothing to be a perfect black, she does everything to be a perfect white"".",negative,positive,Logistic Regression
"Pretty amusing spoof with great attention to detail re: the look of the 1960s spy films and the way the action was staged back then. The fight sequence in the hotel room was a hoot and the casting was perfect with a Peter Lorre lookalike added to the mix of villains. A big plus: Jean Dujardin is hot and the scene in which he is tied up without a shirt was a highlight. Plus his eyebrows deserve some sort of recognition for doing a great job. <br /><br />Funny aside: the people behind me in the theater kept gasping after every plot twist as if they were watching a 'real' spy thriller.<br /><br />Before the movie started, a trailer for ""Get Smart"" was screened. The preview made the movie look embarrassingly bad with lame attempts to incorporate the jokes and gags from the TV series. Looks like a bomb and quite a contrast to the comparatively sublime jokes and gags of OSS 117, though, of course, OSS had its share of misfires. The overall tone of OSS, however, was not an insult to the audience's intelligence, and the material didn't feel as it had been 'dumbed down.' I did get the distinct impression that if I understood the language, I would have caught more of the jokes, and one in particular (the pistol gag) was mishandled in the interpretation for the subtitles.",positive,negative,Logistic Regression
"I haven't written a review on IMDb for the longest time, however, I felt myself compelled to write this! When looking up this movie I found one particular review which urged people NOT to see this film. Do not pay any attention to this ignorant person! NOTHING is a fantastic film, full of laughs and above all... imagination! Aren't you sick and tired of being force fed the same old cycle of bubble-gum trash movies? Sometimes a film like NOTHING comes along and gives you something you have never seen before. I don't even care if you dislike (even hate) the movie, but no one has a right to discredit the film. IMDb has a monumental impact on reputations and no negative review should discredit the film like that. Just say you hate it and why you hate it... but don't try to tell people that they shouldn't watch it. We have minds of our own and will make up our own minds thank you.<br /><br />If my judgment is any good, I'd say that more people will enjoy this movie as opposed to those who hate it.<br /><br />Treat your mind to a bit of eye-candy! See NOTHING!",positive,negative,Logistic Regression
"The EMPEROR'S NEW GROOVE cast returns for Disney Pictures follow up, but this time the spotlight is on Kronk(voiced by Patrick Warburton), who is no longer Yzma's(Eartha Kitt)henchman. Kronk has started a new life and is very happy with his role as chef of his own restaurant. Things go merrily along until Kronk gets word that his Papi(John Mahoney)is coming for a visit. Kronk is worried, because he knows that his life won't impress his Papi. One thing that he has always wanted and never received is a ""thumbs up"" from his dad. A flurry of blunders and a gigantic cheese explosion in the restaurant leaves our likable hero very deep in trouble and anxiety. To save the day, a little help from his friends.<br /><br />Other voices: Tracey Ullman, David Spade, John Goodman, Wendie Malick, April Winchell and Gatlin Green.",negative,positive,Logistic Regression
"It's hard to imagine a director capable of such godawful crap as 'Notting Hill' pulling off something as sensitive and as attractive as this, but well, here's the evidence and it's quite compelling. Several have alluded to TV drama, and yes, this does have a seventies Play for Today feel at times, but is always a cut above, mainly I think owing to some quite superlative acting from Anne Reid and to a fine script which shadow-boxes with cliché without ever getting one on the nose, except maybe right at the end. (I didn't like either the tracking shot of indifferent goodbyes through the hallway, nor the oh-what-a-beautiful-morning final scene: she deserved a more studied finale than that I think, after all that hard work. The slippers business was a bit OTT too, on reflection).<br /><br />What I mean about avoiding cliché: well, I for one had a sinking expectation that the ""mature"" man May's daughter tries to set her up with would be cast in 2 dimensions as a repulsive old bore, so as to point the contrast more painfully with the attractive, virile young geezer he is unwittingly competing with. Instead, we get an unexpectedly subtle and sympathetic cameo of a lonely, clumsy, not entirely unlikeable and very human fellow, who nevertheless doesn't have much of a clue about entertaining a woman. It was around that point I started to sit up and pay more attention. Here was a script that let the actors breathe and do something interesting with fairly minor parts. Almost Mike Leigh in that respect (minus the contrived catharses that the latter inexplicably goes in for).<br /><br />And of course I was, as everyone probably was, dumbfounded by what Anne Reid does with her character and with her body. She's /not/ ""the repressed, dutiful housewife discovering herself for the first time"", this is far too simplistic for the character we have. Again and again there are allusions to her having been a ""bad housewife"", not to mention that thing she does with trays, trying to look nurturing and comely and only succeeding in looking awkward. The daughter accuses her of having ""sat in front of the TV all day"" instead of, well, whatever her motherly duties might be presumed to have been: she has no answer. She never was a model wife and mother, at least not to herself - that's where a lot of the poignancy comes from, the sense of someone having wasted a life trying to fulfil a role she simply wasn't good at, ever.",positive,negative,Logistic Regression
"The first season was great - good mix of the job and the brother and friends at home. it was actually a pretty funny show.<br /><br />Now it shows up again and the brother and the two hot chicks are gone -- and the whole thing revolves around the airline company. Even the old man who runs the company has gone downhill - way too over the top, where before it was perfect.<br /><br />That and no more Sarah Mason - one of the best looking girls in Hollywood.<br /><br />This is what happens when you let some execs get their hands on a show. You can almost see the meeting ""the old man is funny, lets focus on him, make him way over the top and make it all about the airline.. it'll be a nutty version of the office!"" Anyhow, no hot chicks, no watch.",negative,positive,Logistic Regression
"i'm not even sure what to say about this film. it's one of only a handful of movies ever made that i would consider romantic. to try to talk plot or performance or technical details about this film would be in the words of frank zappa ""like dancing about architecture"". it absolutely hits the nail right on the head in the way it captures those fleeting moments in life that move us and then run away from us never to be experienced again. this seems like the movie the character version of charlie kaufman in the movie Adaptation wanted to write. the ending is left open and ambiguous, no happy ending here, just mystery. no profound life lessons, just a couple of horny and intelligent kids exploring the ability to feel the most irrational and unrealistic of feelings...... romantic love.<br /><br />10 out of 10 watch it with your special lady and recommend it to a stranger................",positive,negative,Logistic Regression
"Begotten.The magic.The Terror.The slight boredom.<br /><br />That ""Begotten"" is for acquired tastes goes without saying,you don't just happen to watch it unless your friends are real art-house movie buffs.You must dig the weird,the macabre,the bizarre.You must dig cool flicks.And you must dig to find diamonds.<br /><br />""Begotten"" is one of the most visually dazzling and mystifying films ever known to man.The visual part is something to behold,something no one can prepare you for.But since the film is devoid of any type of dialogue,the visual part is pretty much the only part....""Begotten"" is a visual film.The soundscapes created for the film are magical and groundbreaking but still....the sight of it....<br /><br />God commits suicide in a particularly gory scene then from his corpse rises Mother Earth who impregnates herself with God's semen and gives birth to Flesh on Bone,a retarded child.She then abandons him,and he gets tortured by heathen-like creatures.Mother comes back (to save him?) but she and her son get murdered by the horrible creatures.<br /><br />The film is about the meaninglessness of life,and about the fact that we come to this planet to suffer and to die,and that when something dies something else is born etc.Nihilism.<br /><br />The film's no.1 quality is of course the visuals,the setting,those haunting images,this other-worldly quality....After you're done watching,you feel like an alien.It's THAT mesmerizing.<br /><br />When people say it should last 30' instead of 70' they're right.No they're not,it could last 40'.It's just that everything happens to such a slow pace.In fact,the plot summary I provided is all that happens in the film,like no kidding.Still,it's....I don't know....Glorious... <br /><br />...Like a flame burning away the darkness...",positive,negative,Logistic Regression
"""The Core"" meets ""Crack in the World"" (1965 made for TV). The acting is stock, the suspense predictable. Once you subtract all of the plot ripped off from ""The Core"" - basically the manned drilling machine - you end up with the plot of ""Crack in the World"". ""Crack"" was a truly excellent movie starring Dana Andrews. His team of scientists, working in South Africa, drilled down to the crust and ""punched through"" with a nuclear device in order to provide a steady source of geothermic energy. One of his subordinates, also a brilliant scientist disagrees. He believes that the blast will not drill a simple hole, but will instead form cracks in the crust. (Possible spoiler) He is right. In order to stop the resultant crack from destroying the earth they must place another nuclear device in the path of the crack. <br /><br />Although I have placed a spoiler warning, i don't know if I really spoiled anything for either movie. And since ""Crack in the World is only available in very rare VHS format if at all my decision not to reveal whether or not the counter-blast works is probably academic.<br /><br />All in all, I rate ""Descent' just below average.",negative,positive,Logistic Regression
"I'm not from USA I'm from central Europe and i think the show is amazingly good. It can be easily compared with married with..children. My title says that it isn't show for conservative public. I mean i'm not so liberal but it may be slight difference between European conservatism and us cons. Anyway, show is starting to be very popular in our area and it's very bad that it contains only two seasons. Last episode opens many continuous and funny moments. Anyway I and many peoples would be glad if that would continue playing. The last thing i'm thrilled about this is some moral education very nice packed into humorous scenes. I mean i have seen many comedies that has over two and even more minutes of very sad in tragic scenes that absolutely don't fit into comedy. War doesn't contain something like that and is made for laughing. It's like The Simpsons and married whose also don't have any sad or even unfunny moments. I'm apologizing for my awful knowledge of English but I still hope that You will understand what I meant.",positive,negative,Logistic Regression
"This fanciful horror flick has Vincent Price playing a mad magician that realizes his vocational talents have been sold to another. He devise ways of avenging all those that have wronged him. His master scheme seems to back fire on him.<br /><br />Price is a little below par compared to his masterpieces, but is still the only reason to watch this thriller. Supporting cast includes Patrick O'Neal, Mary Murphy, Eva Gabor and Jay Novello.<br /><br />",negative,positive,Logistic Regression
"The first collaboration between Schoedsack & Cooper is a compelling documentary on the migration of the Bakhtiari tribe of Persia. Twice a year, more than 50,000 people and half a million animals cross rivers and mountains to get to pasture. You'll feel like a pampered weakling after watching these people herd their animals through ice cold water and walk barefoot through the snow to cross the mountains while trying to get their animals to walk along steep and narrow mountain paths.",positive,negative,Logistic Regression
"I saw this movie, when it first came out. Patty didn't want to be separated from her siblings. However the Juvenile Justice system don't care. When Patty looked at the case file, the judge sent her to a Juvenile detention facility. He claimed she violated the rules of privacy, by looking at private files. She just wanted her family together. I couldn't blame her. The parents were not even fit parents. One of the smaller children had to have a restroom. The father stopped and let them off. He drove off him and left the children stranded, at the service station. Patty had to take authority to protect them, since she was the oldest. They were placed in foster homes. The good part is that the social worker got them back as a family. The head social worker, kept telling him to butt out and not interfere. He was power crazy. He was the one, who had Patty placed in the Juvenile facility. Why didn't they go after the Father, who was released from Prison, for abandonment. Yet the children are caught in the middle and made to feel insecure.",positive,negative,Logistic Regression
"I don't think any movie of Van Damme's will ever beat Universal Soldier but u never know. This movie was good but not as good as 1st. VD returns a Luc & must do battle again. He tries 2 b funny here but its maybe worth a smirk of a chuckle. VD has a kid this time from Ally W., good it showed a pic of them 2. Goldberg was cool, he does his famous move-forgot what its called cause i don't watch wrestling-sucks. VD & Goldberg had some good fights. It was the ending like the 1st but just not that good. VD does his best move in his career, like always-the HELICOPTER KICK. Even though, the final ending should've been longer. Anyway, it is worth seeing but it will never top the original.",negative,positive,Logistic Regression
"Just watched on UbuWeb this early experimental short film directed by William Vance and Orson Welles. Yes, you read that right, Orson Welles! Years before he gained fame for radio's ""The War of the Worlds"" and his feature debut Citizen Kane, Welles was a 19-year-old just finding his muse. Besides Vance and Welles, another player here was one Virginia Nicholson, who would become Orson's first wife. She plays a woman who keeps sitting on something that rocks back and forth courtesy of an African-American servant (Paul Edgerton in blackface). During this time a man (Welles) keeps passing her by (courtesy of the scene constantly repeating). I won't reveal any more except to say how interesting the silent images were as they jump-cut constantly. That's not to say this was any good but it was fascinating to watch even with the guitar score (by Larry Morotta) added in the 2005 print I watched. Worth a look for Welles enthusiasts and anyone with a taste of the avant-garde.",negative,positive,Logistic Regression
"Okay, the film festival crowd probably loved it. But your average, popcorn munching movie goer who has scraped to-gether the ten or fifteen bucks it costs to see a movie these days will probably wonder why he or she made this choice. If it's stamped ""Copolla"" it's automatically great stuff, right? Wrong! It's a neat spoof of filmdom's pretensions. But it's terribly ""in."" I worry when film makers are more concerned about entertaining themselves rather than the public. It's interesting as a cinematic curio and it does have a chuckle or two in it. But once it's run its course in the movies and on TV, the dust will grow thick on the film cans and tape boxes holding it. Hardly either epochal or an epic!",negative,positive,Logistic Regression
