text,actual_label,predicted_label,confidence
"Don't know if this contains any spoilers or not, but I don't want to risk being blacklisted until the year 3462.<br /><br />I disagree entirely with the viewer comments that have described *Guns, Germs and Steel* as ""politically correct"" and ""neo-Marxist."" They cannot have watched the same series that *I* did.<br /><br />The series *I* watched depicted the history of European colonisation in the Americas and southern Africa with no particular inaccuracies. I saw nothing in the series that portrayed Europeans as bad people who happened to be lucky, though Europeans often *were* lucky - and there's nothing wrong with luck. Neither did I see native peoples portrayed as poor little innocent things. If anything, the Inca was rather arrogant - as you would expect any leader would be when dealing with foreigners, if his country has not been conquered in living memory by any other world power. <br /><br />I certainly saw nothing that could be construed as Marxist or Neo-Marxist, except by the most incredibly elastic of imaginations.<br /><br />Otherwise, many African peoples *do* have a built-in immunity to malaria and other tropical diseases that Europeans lack. At the time they were at the height of their successes, the Aztec, Maya and Inca civilisations *were* as advanced as any other in the world - and as wealthy; sometimes more so. Aboriginal American and Khoi-San populations *were* decimated by smallpox and other diseases introduced by Europeans; just as European colonists were decimated by tropical diseases like malaria. (NOTE: The Khoi-San peoples are completely different from all other sub-Saharan African peoples.) <br /><br />So, I don't see what some of the other commentators are complaining about. The only thing *I* can find to complain about is that the series doesn't tell me anything I did not know by the time I finished seventh grade. There's really nothing new in the way of historical information in this film. It does, however, present some nice dramatisations of events, such as the conquest of the Incas; the production values are very high; and it fills in a few holes here and there that didn't get covered in Mrs. Gruber's Sixth Hour Social Studies Class at Milan Middle School.<br /><br />If you rent or buy this, assuming you had a decent primary and/or secondary school education, you won't learn anything new, but you will have an enjoyable and entertaining time reviewing what you already learned (or should have learned) by the time you hit high school.",1,0,0.63863176
"I understand that this movie is made for kids and as a parent I have sat through many movies that don't particularly hold my interest, but I can appreciate from a constructive point of view in how it is being received by my children. Parents are supposed to be encouraged after all to take part in their children's activities and to monitor the quality of the entertainment that they view so there should be something that appeals to an adult audience on some level even in children's movies. Disney has always understood this which is why it is so hard to fathom how it could allow such a complete piece of drek to bear their name.<br /><br />Technically, the sound editing is horrible and all dialog sounds over-dubbed and unnatural. Personally I hate that, but it was doubly awful considering the dialog itself seemed as though it was written by a 12 year old for a school project. The ""acting"" reminded me of a school play and none of the child actors had any range of emotion in their voices. Thankfully it was a very short movie.<br /><br />Now, before I come off like a video-geek measuring a kids movie with an adult yard stick, the one thing that can save even the worst children's movie is a positive message. Far be it from me to determine how a message has to be delivered so long as the right one is. Let us take a walk through this film to see what messages are given: <br /><br />If you are lost, don't worry, you will inevitably find your way home.<br /><br />Approach wild animals without any fear.<br /><br />You can win any competition just because you ""know"" you can.<br /><br />and my favorite, the final message left in the film: <br /><br />It's okay to disobey authority figures and do what you think is right.",0,1,0.6376651
"PEOPLE ARE STUPID.You shouldn't cheer when Paris gets killed in the head with a pipe! It is plain rude!What did Paris do to you? What if that was you? You wouldn't want people cheering for your death!Anyway it was really gory, which I liked and it was cool when Elisha's finger gets cut off.It was weird with that twist that they didn't have 2 sons they had tree and all, It makes way for a House of Wax 2: Ressurction or something.Paris was great acting in the chase scene.Elisha and Chad chemistry is great, they deserve an Oscar.My friends and I were cracking up when that guy said that's hot when Paris and the guy from Cousin Skeeter making out.Lol.K bye.",1,0,0.54523396
"I picked this one up on a whim from the library, and was very pleasantly surprised. Lots of tight, expressionistic camera work, an equally tight script, and two superb actors all meld together to make one very fine piece of film. Not for the reptilian multiplex brain, but rather the true aficionado of cinema. If Hollywood ever does get its grimy hands on it, I'm sure it will ruin it. A choice treat all the way around. Other posters here have more than amply sung its praises, so I needn't bother duplicating their paeans; just take their advice, and mine, and don't miss this gem. Call it what you like; I call it two hours of entertainment well-spent. Read my lips: don't miss it.",1,0,0.51175296
"I noted that the official IMDb review refers to Leland as a sociopath. I believe that this diagnosis is manifestly and profoundly incorrect.<br /><br />This is a movie about sadness, and about the ability of one particular teenage boy to see sadness in daily life, as it lies in wait around every corner, in advance of the unfolding of the lives that it impacts. A sociopath is a person who cannot empathize with others, and who, while understanding the difference between right and wrong, does not care about this difference. A sociopath is a subject who places himself or herself at the center of that subject's universe, with total disregard for the impact that the subject's actions have for those around him or her. One of the defining characteristics of a sociopath is that a true sociopath lacks the ability to feel empathy -- lacks the ability to feel that which others feel, and does not correlate changes in the moods of others as the result of that sociopath's actions with those actions. A sociopath CANNOT feel the pain of others, or understand that the pain of others is the result of the sociopath's own actions. A sociopath is a person who is not completely formed. A vital chunk is missing from the psychological and emotional makeup of a true sociopath, rendering the sociopath immune to ""talking therapy"" and other treatment modalities that involve human interaction and the exploration of personal feelings. Sociopathy is devastating, even when the subject is treated and placed in a highly structured environment aimed at containing the damage that the sociopath can do to others. Many sociopaths function more or less normally and never raise a blip on the radar of the criminal justice system, although they tend to leave a trail of emotional debris in their wakes.<br /><br />Leland Fitzgerald is no sociopath. He is a person who is blessed (or cursed) with the ability to foresee what he considers to be the inevitable consequences and outcomes of human interactions. Leland literally sees sadness written into the eyes and faces of people around him, as he slowly assimilates and internalizes the philosophy that life is about loss, and that people slowly succumb to the inevitable and inexorable fact that, for want of a better metaphor, things fall apart. People who fall in love and who kiss and cuddle today turn into ""pathetic"" elderly couples. The electricity in the eyes of Leland's ""mother"" (a wealthy New York socialite who loves Leland and who invites him into the home that she shares with her family when he arrives in New York City, alone and determined to remain in the city at the age of 12) fades as she explains to him, on the last of his visits to New York City, that she learned that her husband had been cheating on her all the time, that she got a divorce, that having one's heart broken happens to everybody, and that such loss is an inevitable part of growing up. Her eyes still reflect light, but the electricity that once illuminated them is gone. This scene -- this explanation, late is it is in coming -- is crucial to understanding why Leland commits a seemingly savage, senseless crime (killing the retarded younger brother of his ex-girlfriend). Leland knows what lies ahead for this little boy -- a lifetime of unattainable goals, of being taught only words that signify danger, of never knowing the love of another human being, of never feeling such love, and of never connecting with another person. More than any other character in this movie, this little boy personifies everything that Leland sees as being inevitable and horrifying about the world. Leland's act -- killing this little boy -- is, for Leland, an act of mercy, committed because this was the one thing that he COULD do in a world in which actions cannot change outcomes. Whereas a true sociopath knows that actions can and do change outcomes but does not care about the harm inflicted on others by those actions, Leland does care. What most people view as a barbaric and horrifying act is, in Leland's eyes, the only decent thing that he can do to alleviate the suffering of just one person.<br /><br />It would be comforting to be able to present this as an explanation of Leland's actions -- comforting, but incomplete. For in the end, ""blame"" for Leland's actions lies elsewhere. As is so often the case, there are no easy explanations and no balm to apply to the outraged soul. Why did Leland not learn something that even the most pessimistic people usually acknowledge -- that sometimes -- just sometimes -- people DO remain in love, and that relationships DO succeed, and that even the saddest lives ARE transformed? For Leland, there is no middle ground, no inner core to which he can retreat and regroup. There is only pain and sadness. One is tempted to blame his arrogant and thoroughly unpleasant father -- the brilliant writer (played by Kevin Spacey) -- for not being there at critical times during Leland's development, but given this man's thuggish nastiness, that may have been a blessing.<br /><br />In the end, this viewer was moved by a tremendous sense of sadness. Why was Leland doomed to view the world through a veil of pessimism and depression? There is a maturity to Leland's character -- present, for example, when he repeatedly insists that nobody was to blame for his girlfriend breaking up with him -- that is both stoic and heartbreaking. Stoic, in that it is absolutely genuine, notwithstanding the heated denunciations of Leland's teacher. But heartbreaking, in that it is born not so much of understanding as of despair. Leland's indifference to his fate is merely a reflection of the utter certainty of his belief that nothing really matters. Nothing that he does can change his fate.<br /><br />This is not sociopathy on display. This is, if anything, its polar opposite......",1,0,0.5669469
"THE MELTING MAN...a tragic victim of the space race, he perished MELTING...never comprehending the race had LONG GONE BY...!<br /><br />A man (Burr DeBenning) burns his hand on the kitchen stove. But instead of screaming something a NORMAL person would scream, he shouts something that sounds like ""AAAAATCH-KAH!!"" This movie you've popped in...isn't a normal movie. You've just taken your first step into THE INCREDIBLE MELTING MAN, the famous late-70's gore film featuring Rick Baker's wonderful makeup effects. Baker was just on the edge of becoming a superstar, and did this at the same time as his famous ""cantina aliens"" in STAR WARS. For some strange reason, STAR WARS became a household name, and INCREDIBLE MELTING MAN did not. <br /><br />It might have something to do with the fact that this movie is just mind-numbingly awful. From the opening credits (""Starring Alex Rebar as THE INCREDIBLE MELTING MAN""...that's really what it says!), to the chubby nurse running through a glass door, to the fisherman's head going over a waterfall and smashing graphically apart on some rocks, this film provides many, many moments of sheer incomprehensibility. ""Why did they...but how come he...why are they...?"" After a while, you give up wondering why and watch it as what it is--a very entertaining piece of garbage.<br /><br />An astronaut returns to Earth in a melting, radioactive condition; he escapes and, his mind disintegrating as well as his body, begins a mad melting killing spree. The authorities quickly decide that the melting man must be stopped, but (probably not wanting to ""cause a panic"") want him captured as quietly as possible. So they send one guy with a geiger counter after him. Wow.<br /><br />Storywise, surprisingly little happens during the movie. The melting guy wanders around killing people. A doctor searches for him with a geiger counter. Various characters are introduced, ask questions, and leave. Eventually the doctor catches up with the melting man, but is shot by a security guard for no reason, after he explains that he's ""Dr. Ted Nelson."" The melting man wanders off and finally dissolves into a big puddle of goo. The End.<br /><br />It's so brainless that it somehow ends up being a lot of fun, despite a fairly downbeat ending. Supposedly, a widescreen DVD release is planned. A very special movie.",1,0,0.5862389
"Just two comments....SEVEN years apart? Hardly evidence of the film's relentless pulling-power! As has been mentioned, the low-budget telemovie status of 13 GANTRY ROW is a mitigating factor in its limited appeal. Having said that however the thing is not without merit - either as entertainment or as a fright outing per se.<br /><br />True, the plot at its most basic is a re-working of THE AMITYVILLE HORROR - only without much horror. More a case of intrigue! Gibney might have made a more worthwhile impression if she had played Halifax -investigating a couple of seemingly unconnected murders with the ""house"" as the main suspect. The script is better than average and the production overall of a high standard. It just fails to engage the viewer particularly at key moments.<br /><br />Having picked the DVD up for a mere $3.95 last week at my regular video store, I cannot begrudge the expenditure. $10.95 would be an acceptable price for the film. Just don't expect fireworks!",1,0,0.60629404
"Am I the only person who saw and remembers Amadeus. Every scene in ""Copying"" has its counterpart in the Milos Forman, Amadeus - from the galloping carriages accompanied by frenzied strings, to the entrance of Anna through the dark hallway preceded by the man with the key, to the very dialog of the conclusion with Anna at Beethoven's feet a la Salieri before the dying Mozart. Does no one else recall the dialog in that script: <br /><br />Salieri ""Time?"" , Mozart ""Common time"". .....""We begin with the strings..."" and so it ""copies"".<br /><br />Remember Cynthia Nixon leaning against a door jamb, tears falling down her freckled face - same scene, just replace her with Beethoven's nephew. Even the scatological humor (fart jokes) are the same. We even have a cardinal followed around by a plate of sweet cookies which recalls Salieri in the banquet hall. Does no one else remember? !!!!<br /><br />And the scene where Anna cries to God ""Why did you give me this gift?""... Salieri said the same thing!<br /><br />And beyond all that we have a juvenile script with an opening exposition that reads like the character identifications you'd find in a children's story. ""I am Mr. Beethoven. I am the composer....""<br /><br />And what, after all, is the purpose of the bridge builder? Other than to juxtapose the technical against the artistic... a comparison that is not at all developed - probably because it has no meaning, especially when it comes to Beethove who was a master of the technical.<br /><br />There's only one great scene - the playing of the ninth. First, the music, which of itself takes you to tears. But then, there is the highly erotic interaction of Anna the copyist keeping time and Beethoven conducting which surpasses the most explicit sexual intimacy. So intense, it's almost embarrassing.<br /><br />But, please - the rest of the film - Where is the world's collective memory? You have seen this all before .... and better!",0,1,0.55636144
"It starts really interesting - the story develops around the main character, who runs a ""cleaning business"", specialized in cleaning up crime scenes. As a former cop, he runs into some strange situation, when one job does suddenly ""offically vanish"". Furthermore, he discovers some relation to an investigation into police corruption. His ""Columbo Feeling"" is justified, the deeper he gets into the background of the story. The good actors (Jackson, Ed Harris, Eva Mendes) play in an suspenseful story with some twists --- but only up to the last 25 minutes. (up to here 7 of 10 stars). SPOILER:::: Suddenly the movie looses its touch and in the end there is a completely unnecessary shoot-out, involving the 14-year old daughter, a betrayal of friendship and a not justified righteousness out of the character development... why not having Cutler giving up his investigation for the sake of the friendship? or having the daughter discovering some facts? or ... many possible much better story finishes are imaginable... a truly wasted ending!",0,1,0.64983964
"Sheltered young woman, home-schooled and possibly quite gifted, harbors a disturbed, overly-emotional side which comes to the surface after her absentee father pays her mother a visit, asking for a divorce. Directed by celebrated cinematographer William A. Fraker, this ill-titled psychological thriller falls into the trap that most films helmed by directors of photography find themselves in: each shot is composed for the utmost style, but at the sacrifice of fluid pacing and a tight, gripping narrative. Fraker (and his cinematographer, László Kovács) are very fond of gauzy whites and golden tones, giving the picture a burnished, tableaux feel. The mansion at the center of the action looks like a funeral parlor, and Fraker paces the wheezing yarn just like a funeral. Robert Shaw and Sally Kellerman (as Shaw's fiancée), two of the most interesting actors of the 1970s, manage to cut through the plastic overlay and are quite compelling despite the jagged editing (which turns their scenes into little bits of half-realized business). Sondra Locke, another interesting screen personality, seems cast for her resemblance to Catherine Deneuve in ""Repulsion"". Pale and saucer-eyed, with imposingly thick and long hair, Locke is a curious human puzzle, and she's initially quite intimidating and dangerous; however, this role is so old-hat that Locke can find nothing fresh to bring out of the deep freeze, and she flounders. Fraker allows Locke's freak-out scenes to go on and on, while Shaw (looking terrifically debonair) is put in the impossible position of playing touchy-feely daddy to her. All of this nonsense might be worth slogging through if the screenplay had been peppered with a modicum of tangibility (or, at the very least, some dry wit or humorous relief). As it is, Lewis John Carlino and Edward Hume's limp script, adapted from Stanton Forbes' novel ""Go To Thy Deathbed"", strands the viewer early on, and only the charisma of the players gets us to the finish line. *1/2 from ****",0,1,0.6091915
"Only saw this show a few times, but will live in my memory. <br /><br />It is very frustrating that it is so difficult to find this anywhere to purchase and yet there seem to be endless repeats of stuff like Friends! Especially even more difficult to obtain being in England I guess..?<br /><br />They say it was low ratings or was it a complaint from the Bakersfield PD themselves? Maybe it was just too clever for certain people? <br /><br />Anyhow, just about the one comedy I would love to see again but is almost impossible to find. I hear it is being or has been repeated on another network? But alas not over here!!<br /><br />Summary: Ingenious.",1,0,0.6538325
"Like another poster mentioned Ch. 56 (a local Boston TV station) showed this multiple times over the years on Saturday afternoons. They paired it with the first sequel ""Return of the Ginat Majin"".<br /><br />Now I haven't seen it since then...but it never left me. Aside from the atrocious dubbing and faded color this was a pretty good fantasy. Technically it isn't horror...until the statue comes to life at the end. It's just about a village ruled over by an evil man. There's a giant stone statue there that the villagers keep praying to to help them...to no avail. But things go too far, the statute comes to life and destroys the bad guys...but then it starts going after the good guys too! Well-done with some cool special effects at the end (LOVED how he got rid of the main bad guy). Also there was an enchanted forest worked in which was kind of interesting too.<br /><br />No masterpiece but an unusual combo fantasy/horror film. Worth catching--but not if it's the dubbed print.",1,0,0.53212565
"I just watched this movie and have to say, I was very impressed. It's very creepy and has numerous moments that will make you jump out of seat! I had to smoke several ""emergency"" cigarettes along the way to calm my nerves! If I had to criticise, I'd say that perhaps if anything, there were too many jump moments. It got to the point where every single new scene climaxed with a jump and this gradually wore away the startling effect, because you kind of new what was coming.<br /><br />Although it contains virtually every cliché in the ghost genre, they were all done so well that it maintained the creepy, fear-factor. It had elements of The Shining, The 6th Sense and The Changeling (in particular, the soundtrack reminded me of The Changeling).<br /><br />I would highly recommend this to anyone looking for a good old-fashioned scare!",1,0,0.5637355
"The first half of this movie is a pure delight. Novel. Funny. Wonderful performances. A close knit brother and sister living in Manhattan fall for the same woman! Adult. Bright. Witty. What more could you ask. As a romantic comedy this starts refreshing. It heads into unexplored territory. And then it falls apart.<br /><br />It goes from being a universal adult comedy to a coming-of-age coming-out-of-the-closet story that has been done many times before. What a disappointment. As a people film it begins with such promise. Why does it need to turn into such a pedestrian ""I am who I am"" film. The freeze-frame ending shot of Heather Graham's jumping in the air to celebrate ""her happiness at finding herself"" underlines the banality of the last part of the film.<br /><br />It could have been different. It could have been magical. It ended up being the same old same old.",0,1,0.6371187
"Filmed in a documentary style, but you can pretty well tell participants had been coached. A recently divorced wannabe film maker(Myles Berkowitz)sees a chance to liven up his love life and step into the movie biz at the same time. He intends to make a documentary piece about finding love by filming twenty dates including ramifications. The comedy is spotty at best; the rest is mishap after mishap. Also taking part are Richard Arlook, Robert McKee and the enticing Elisabeth Wagner. Trying for credibility the fetching Tia Carrere is talked into a cameo. This will suffice as a handbook on how NOT to get a satisfactory date.",0,1,0.62384474
"An ensemble of uninteresting and unlikeable characters twist and turn their way through a flimsy plot that might be interesting, if only you could bring yourself to care. This ""twisting and turning"" I speak of refers not to the story (which contains all the suspense of a recipe for tuna casserole) but to the director's inability to keep the characters' faces even remotely centered in the frame. On the other hand, Angie Harmon has very nice nostrils and left ear.<br /><br />The only real surprise in the movie is the big names they convinced to do it. When you consider this movie was never released in theaters despite having an all-star cast, you might be inclined to think something stinks.<br /><br />And indeed, it does.",0,1,0.5321987
"One night I stumbled upon this on the satellite station Bravo.Initially out of curiosity i decided to watch it.To be perfectly honest i wasn't disappointed.The main character is beautiful and her body is shown off well.You would think her talents would be wasted as a executioner but apparently not after watching the whole film!My only real gripe is the acting of the supporting cast particularly the actor who plays Melnik.Christ its bad!The prison guard Hank is woeful too.All he ever does is get drunk and make ill attempted passes at his co-guard Wanda though fortunately for us the viewer and for Hank he gets down and dirty with Wanda near the end. The music used is pretty tense and creates the perfect atmosphere for the executions. This movie is well watching alone for the beautiful,talented and very sexy Jennifer Thomas",1,0,0.6017174
"""The Incredible Melting Man"" is a fantastically gross, trashy and energetic Z-grade production that every self-respecting camp-horror freak simply has to see for him/herself! The ideal way to describe this low-budget 70's gem is like a shameless copy of Hammer's ""The Quatermass Xperiment"" ...only a thousand times filthier! Astronaust Steve West is the only survivor of a disastrous space-mission, but turns out the carrier of a horrible disease that makes him radioactive and ... causes him to melt! In shock after seeing his face in the mirror (can you blame him?), Steve busts out of the hospital, leaving a trail of sticky pus and fallen off body parts behind. Doctor Ted Nelson has to find him urgently, as the disease also set Steve up with an insatiable appetite for human flesh. The premise may sound utterly stupid but this flick is enormously entertaining and contains great make-up effects from the hand of Rick Baker. The melting dude's face looks like a rotting pizza and his heavy breathing makes him sound like Darth Vader! Another big advantage is that William Sachs' screenplay doesn't waste any time on tedious scientific explanations or emotional speeches. The repulsiveness starts right away and lasts until the very last moment of the film. Just enjoy this silly horror gem and try to switch off your brain activity as much as you can because, if you start contemplating about the many stupidities in the script, you'll miss out on all the campy fun!",1,0,0.64721835
"The Japanese cyber-punk films have never really done a whole lot for me, but of the handful that I've seen, most have been at least visually interesting and at least mostly entertaining. MEATBALL MACHINE is no exception.<br /><br />The storyline is about a species of parasites that take over human hosts, takes control of their bodies, turns them into ""necroborgs"", and causes them to fight each other with the sole purpose of eating each other - apparently as a ""game"" for the enjoyment of said parasites. The film mainly revolves around a shy guy and gal who fall for each other, but whose love-affair is cut short by both being infected with the parasites, and are forced to fight each other. It becomes a test of human-will vs. the parasite's control over their physical bodies...<br /><br />MEATBALL MACHINE will invariably be compared to TETSUO (as most cyber-punk films are), and for good reason. There are definitely some thematic parallels, though the films are definitely different. There's plenty of fun, splattery moments in MEATBALL MACHINE, and the creature/borg FX are definitely the high-point - a mixture of TETSUO-meets-GWAR that are both elaborate and inventive. Depending on your taste for these types of films, MEATBALL MACHINE may or may not be your thing. If you enjoy hyper-kinetic cyber-punk films with a healthy dose of splatter - this one's for you...7/10",1,0,0.56789184
"imagination must of slipped Jim Wynorski mind when he wrote the script to this one. i don't mind when the animals scenes are almost identical but when the actors repeat lines from other movies is going a little too far. I did enjoy seeing Jay Richardson and Glori Ann Gilbert get eaten. Gloria brings nothing to a movie but her tits (my husbands sentiments). Jerri Manthey should of stayed on survival island her acting is stiff, unbelievable and she just a plain boor. liked the scene where the cobra comes out of the ocean eats the guy then for added flavor destroys the dingy. At least we know the next plot giant snake man slays komodo before becoming daddy to a nest of eggs. Jerri would be great as the mother cobra. sit back with a 6 pact or a couple of joints. it will ease the pain.",0,1,0.5653735
"""Cinderella"" is a film about a young girl whose mother passed away and her father remarried. Once her father died, Cinderella's stepmother became very mean to her and made her do all of the chores around the house, like cleaning up after her two evil stepsisters. One day the King sent out a message to all of the single women to attend the Royal Ball in honor of his son, to find a wife. Of course, Cinderella didn't get to go, but her stepsisters did. Cinderella was very upset and thought that there was no way she could attend the Royal Ball, until her fairy godmother appeared. So she did some magic and made Cinderella into a beautiful woman, but she had to be back by midnight because that is when the magic changes back. While at the Royal Ball, Cinderella loses track of time and the clock strikes midnight, so she runs out of the palace and loses her glass slipper. Then the King orders the duke to find the women who wore that slipper. The duke searched every house, but finally found the women who it belonged to, Cinderella.<br /><br />Clyde Geronimi, Wilfred Jackson, and Hamilton Luske directed one of the best animated Disney films in 1950. This film is about a magical fairytale. In the beginning of the film Cinderella was a servant to her own family and had nobody to love her, but with a little bit of magic her whole life changed around and finally found love.<br /><br />My favorite thing about ""Cinderella"" is the music. When Cinderella's fairy godmother appeared doing her magic, she sang the song Bibbidi Bobbidi Boo. When I was a child, it was one of my favorite songs to sing around my house, so I will never forget it. I also loved the part when Cinderella and the Prince were singing the song So This is Love while they were dancing because they realized that they are in love. Overall this film was my favorite film when I was a little child because every little girl wants to live a fairy tale life.",1,0,0.5375549
"This is one of those ""family"" movies that I can't imagine having much appeal to anyone over about 9. A group of siblings discovers a ""sand fairy"" (yes, really) conveniently located at the end of a not-so-secret passage at the country home of their eccentric uncle, to which they've been evacuated from the London blitz. ...And there you have it, all in one sentence. The story is about the role of magic in childhood and the danger of getting wishes fulfilled, but neither of these issues is examined in a way that would be interesting to adults or instructive to children (or vice versa!). The only reason I can think of for watching this is to see how starkly Freddie Highmore's outstanding talent stands out from the rest of the mediocre performances.",0,1,0.5971529
"The past creeps up on a rehab-addict when he reconnects with his ill brother and a former girlfriend after what he hopes was his last stint in detox. ""Life's dramas"", presented here in the most simplistic way imaginable (not even the writing has any bite or wit). The cast is made up of attractive looking actors smiling glumly at one another, and the music and photography are lugubrious (a couple of the visual effects are laughable, indie-cliché touches that reek of a puny budget). Although written and directed by a man, this was produced by a woman, and I'm not sure but I think this may be a distinct reason why this picture about two men, estranged brothers growing closer, never quite gels, never feels natural or seems lived in. It's an attempt to get inside a male relationship, but the careful, sterile presentation is a cheat. No one's heart is in this, living, breathing, or bleeding this material. ""The Perfect Son"" is quickly diffused by too many cooks in the kitchen.",0,1,0.50690633
"Brian Keith as Cole Wlikerson and Richard Jaeckel as Wade Matlock make excellent villains. They just love intimidating the locals in the most brutal way possible, and sneer sexily at any suggestion that there might be a more humane way to achieve their ends. It's a pity that goody-goody Glenn Ford gets in their way.",1,0,0.51744616
"Ignore everyone else's comments for this movie and watch it on pay cable (like I did) or rent it. You owe it to yourself. This film is what movies are (supposed to be) all about. Hard to categorize (and God knows how this was pitched as a ""high concept""!), but this is one for the angels. Check it out. What have you got to lose?",1,0,0.5820727
"I have decided to not believe what famous movie critics say. Even though this movie did not get the best comments, this movie made my day. It got me thinking. What a false world this is.<br /><br />What do you do when your most loved ones deceive you. It's said that no matter how often you feed milk to a snake, it can never be loyal and will bite when given a chance. Same way some people are such that they are never grateful. This movie is about how selfish people can be and how everyone is ultimately just thinking about oneself and working for oneself. <br /><br />A brother dies inadvertently at the hands of a gangster. The surviving brother decides to take revenge. Through this process, we learn about the futility of this world. Nothing is real and no one is loyal to anyone.<br /><br />Amitabh gave the performance of his life. The new actor Aryan gave a good performance. The actress who played the wife of Amitabh stole the show. Her role was small but she portrayed her role so diligently that one is moved by her performance. Chawla had really great face expressions but her role was very limited and was not given a chance to fully express herself.<br /><br />A great movie by Raj Kumar Santoshi. His movies always give some message to the audience. His movies are like novels of Nanak Singh (a Punjabi novelist who's novels always had a purpose and targeted a social evil) because they have a real message for the audience. They are entertaining as well as lesson-giving.",1,0,0.60063773
"Now I myself had previously seen a few episodes of the Leauge Of Gentleman which I found hilarious. When I brought the film I was not sure if I knew enough about the series to get it, boy was I wrong. This is one of the best comedy films I have seen ever and the clever acting of the Leauge makes the film. It has a very good and funny plot as well as using only a few characters at any one time helps because it doesn't make it too confusing which would have wrecked the film. Even If you have never seen The Leauge Of Gentleman get this film it will make you laugh and this is a film that can be watched more then once and is an excellent film to watch with your mates. It truly deserves it review a definite 10 out of 10.",1,0,0.5021628
"With such a promising cast and a director that I have heard great things about, I was utterly disappointed by this film. It started off with signs of a great epic gangster tale and turned into a completely muddled mess with many unanswered questions and some completely ridiculous and pointless scenes.(and yes I did watch the full length version). I love Robert DeNiro and as usual he did a fine acting job, but in all his other gangster films, no matter how many people he kills, I always still had respect for his character, but in this movie he was a lowlife drug-addict, rapist with no care for anyone but himself. Also, James Woods, another fine actor, had some completely ridiculous scenes written for him. I thought the parts where Robert DeNiro called him crazy and he flipped out came completely out of left-field and towards the end the writers just throw in this random comment about how his father died in a nut house and that's why James Woods didn't like being called crazy. So much was left undeveloped in this movie. Also, we never find out who the men are in the beginning that are trying to kill Noodles and we never find out more about Joe Pesci's character. It seems that the writers threw together about five different stories and never fully explained any of them. The only redeeming quality of the film was the story when the characters were young kids. The story ran smoothly in this part of the movie and the kids did a great acting job. Overall, I was thoroughly disappointed by this movie and I don't see how anyone can even compare this to the Godfather 1 and 2, or even Goodfellas. I am sad that I wasted four hours of my life watching this film",0,1,0.5152214
"The only redeeming part of this movie was the price I paid. At least all I lost was $3.00 and the time elapsed sitting through this bomb. The crew member who was in charge of continuity missed the boat. When the female lead and the FBI guy went to the alleged killers location, Mr. FBI handed the female a revolver. When the alleged killer came out the door, the revolver has magically transformed into an automatic. One is left to ponder would an FBP agent hand a weapon to a civilian? I think not. Ms. Xavier appears to be a very attractive female. It is too bad the R rating did not allow much of her to be seen. It would seem that a film editor cut what might have been the best parts of the film out.",0,1,0.5258098
"This is one of my favorite movies of all time. I loved Rain Man with Dustin Hoffman and Tom Cruise. This movie is in some ways similar, but makes Rain Man seem artificial, shallow, unemotional, and trivial by comparison.",1,0,0.5068541
"This movie is a mystery. It's not scary, it's spooky. You'll probably jump at some points and for some of it you'll be scratching your head to figure it out. It unfolds its mystery through the main character Eve and her psychotic college project at an insane asylum, Don. He needs her to search for some clues to vindicate himself from murdering his mother, and once Eve agrees to help him, she completely opens up pandora's box and unleashes some very strange things, including Malachi. I won't go into Malachi, but I thought the way that played out was complete genius. I know movie buffs won't regard this movie with the same prestige as other classics because it doesn't have anyone very famous in it (Angelina Jolie's brother was excellent, but maybe he should have asked his sister to show her face just so this movie could get some recognition) but I do think the way the Malachi ending works is something to talk about. I've recommended this to my friends, definitely worth the purchase or rental price.",1,0,0.5144794
"I haven't seen all Cage's works by any means but his acting in this one was truly awful. The other characters run the gamut of ability but, having most of the emotional scenes, Cage's scenes are just embarrassing to watch. He's certainly come a long ways in 12 years.",0,1,0.5117177
"Serge Farnel made a very precise critics of this film in the revue ""The Rwandese night"" (www.lanuitrwandaise.net)<br /><br />A critics which shows how France was behind all the situation undergone by the United Nations in Rwanda.<br /><br />The UN soldiers were in a dangerous situation while the french soldiers were warmly welcomed by the genocide forces.<br /><br />The day before, ten UN soldiers had been killed by the genocide forces.<br /><br />That is why the UN soldiers decided to protect their own lives by driving behind the french trucks.<br /><br />By doing so, they gave up the Tutsi which is unforgivable of course.<br /><br />But we must keep in mind that the french soldiers organized this situation.",0,1,0.5221934
"Just a regular Jason lee movie, There were some parts of the movie that were funny. The undertone of the move is to live life on the edge I guess. These are the types of movies that I think 14 year old girls watch at slumber parties. It was an all right movie. It is kind of one of those movies you have on in the back ground and look up every now and then to when something catches attention. I think That Julia stiles and Selma Blair are a good combination and would like to see them in a movie with a good story and plot. Its just kind of a boy meets girl movie. This is that perfect movie they would show on comedy Central. I am glad that I didn't see this movie in the theater, I would have been angry. But I guess that's why I didn't see it in the theater.",0,1,0.671401
